"Person" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"88" 28 3 0.293642076521739 -0.0220230465913043 -0.10858897408913 0.125712887943478 0.156496646504348 -0.341031811521739 -0.235897105217391 -0.121477255782609 -0.956921542391304 -0.948404212173913 -0.91705975 -0.957632120217391 0.00123950141304348 -0.0167652227782609 0.0265530133695652 -0.427053261304348 -0.000796390123913043 0.0587044461108696 -0.268106330991304 -0.259368686847826 -0.307025006304348 -0.290951527065217 -0.296972833934783 -0.314961340434783 -0.424567878478261 -0.336212734130435 -0.166976837182609 -0.442426768478261 -0.345732809782609 -0.135230884217391 0.104359216580435 -0.31685984023913 0.104359216580435 -0.31685984023913 -0.0707560279130435 -0.534272679782609 -0.068246324026087 -0.540113125 -0.340417305565217 -0.778772854565217 -0.416940283043478 0.158498018891304 0.204702744785435 -0.313796141847826 0.0145105314591304 -0.357461367 -0.543809418043478 -0.668360793913043 -0.792307907608696 -0.35005663946087 -0.55209231673913 -0.462574226956522 -0.555624267956522 -0.66122329673913 -0.791448511086957 -0.50748973326087 -0.492859623043478 -0.453774382565217 -0.722577395217391 -0.765119256086957 -0.723920088695652 -0.891618955 -0.945439124347826 -0.796501904130435 -0.34310872076087 -0.0571169099021739
"89" 29 3 0.293140441083333 -0.01494121505625 -0.0981339984895833 0.167383602458333 -0.12246346700625 -0.223177999879167 -0.0760962952291667 0.0919650454166667 -0.9417361925 -0.91390306375 -0.869300904791667 -0.942252405416667 -0.0140642983104167 -0.023952574044375 -0.07734083835625 -0.478764185 -0.0291215392916667 -0.060203105308125 -0.282077257508333 -0.390460137708333 -0.311122615416667 -0.30513151905 -0.368977360416667 -0.33363264625 -0.693469035833333 -0.379769406458333 -0.360547415 -0.699845235833333 -0.398267026875 -0.408403110833333 0.103705165666667 -0.323905290833333 0.103705165666667 -0.323905290833333 -0.138637624454167 -0.581957971458333 -0.122968108816667 -0.58626589125 -0.539174456458333 -0.895072017083333 -0.262073242045833 0.201404241604167 -0.0947607387508333 -0.242992697520833 0.0392770691560417 -0.571611917291667 -0.540240768608333 -0.662170082708333 -0.780474577708333 -0.304794450547708 -0.582663957708333 -0.760115275625 -0.574470738125 -0.64166339 -0.774579460625 -0.518545609791667 -0.515528188541667 -0.805544141666667 -0.741834221041667 -0.879362847916667 -0.788813253958333 -0.977082334583333 -0.947798676666667 -0.793192050208333 -0.348595451458333 -0.124879522014583
"90" 30 3 0.283190646967742 -0.0174383900204839 -0.0999781422322581 -0.0577703163548387 -0.0272628077709677 -0.217275690290323 -0.126710371903226 0.0288081674653226 -0.958890388709677 -0.918678752419355 -0.87766706 -0.960759232580645 -0.0118301423032258 -0.226643901120968 -0.194656096556452 -0.467070153387097 -0.262734477854839 -0.206847678335484 -0.265923160895161 -0.285392416354839 -0.29537036283871 -0.278953982420968 -0.278766188290323 -0.365473339193548 -0.613796303064516 -0.498882854032258 -0.538607997580645 -0.629688446612903 -0.523727094354839 -0.566899081290323 -0.0373901122469355 -0.476455197629032 -0.0373901122469355 -0.476455197629032 -0.293738801622581 -0.688756507580645 -0.095537320533871 -0.557878687741935 -0.574337006451613 -0.907044906129032 -0.257393372287097 -0.00461218965483871 0.00808296133548387 -0.231899798593548 -0.201657035644032 -0.448798955645161 -0.744094907903226 -0.792217248870968 -0.88850150016129 -0.534883635612903 -0.747163234354839 -0.583435864193548 -0.750699388064516 -0.761412900645161 -0.864847383548387 -0.688069084516129 -0.679408224354839 -0.628802344354839 -0.90696078016129 -0.916986062096774 -0.717225333387097 -0.953194705806452 -0.954156589032258 -0.75725776483871 -0.497010510967742 -0.213218658209677
"91" 1 4 0.261237565425532 -0.00130828765170213 -0.104544182255319 -0.977229008297872 -0.922618641914894 -0.93958629106383 0.204411592680851 0.332043702765957 -0.968457145744681 -0.935517055957447 -0.949040933191489 -0.969340963829787 -0.00336779235021277 -0.986430711276596 -0.981371965319149 -0.987910804468085 -0.987729817234043 -0.980808891914894 -0.977211283191489 -0.966473895319149 -0.941425920851064 -0.980958256595745 -0.971854425106383 -0.944074088510638 -0.989518068510638 -0.987935806382979 -0.992965041276596 -0.991217640212766 -0.989708768085106 -0.990472329574468 -0.948536786170213 -0.989160301702128 -0.948536786170213 -0.989160301702128 -0.987364195531915 -0.999355262340425 -0.93089249 -0.989705120851064 -0.991976341276596 -0.999611591276596 -0.934469558085106 -0.978895990425532 -0.943206732553192 -0.951707238510638 -0.977321919574468 -0.916091431914894 -0.998997121914894 -0.999193860425532 -0.999132599787234 -0.99831475787234 -0.999224578510638 -0.979586740212766 -0.999211961489362 -0.999486133191489 -0.999667115106383 -0.999480223617021 -0.999373880212766 -0.998989667234043 -0.999651213191489 -0.999402036595745 -0.993235808723404 -0.999789094468085 -0.997361971276596 -0.992980289148936 -0.982628872553192 -0.978186918510638
"92" 2 4 0.27708735173913 -0.0156879937282609 -0.109218272456522 -0.986822279565217 -0.950704499130435 -0.95982817173913 -0.105630024498783 0.19872676876087 -0.979988760869565 -0.956750273043478 -0.954415873043478 -0.981169301521739 0.00760546929869565 -0.988055854130435 -0.977983955434783 -0.98751821173913 -0.989188836521739 -0.977666515652174 -0.985742027826087 -0.978919526956522 -0.959803708695652 -0.986214806521739 -0.980650818478261 -0.960824016956522 -0.990889614782609 -0.985542325652174 -0.990905795217391 -0.991850605652174 -0.98671825 -0.98731829673913 -0.967893623913043 -0.995997377391304 -0.967893623913043 -0.995997377391304 -0.986774713043478 -0.999653746304348 -0.946035087173913 -0.994171981304348 -0.991081493913043 -0.999888560652174 -0.956862864130435 -0.987225959347826 -0.960187379347826 -0.96636502673913 -0.988135425217391 -0.953347537173913 -0.999629967173913 -0.999391578913044 -0.999107425434783 -0.999346054565217 -0.999456984782609 -0.992640843913044 -0.999706729782609 -0.999663234782609 -0.999769564347826 -0.999864990434783 -0.999559359565217 -0.999533993043478 -0.99981300673913 -0.999764237391304 -0.999601490434783 -0.999933072173913 -0.997910250869565 -0.998235355652174 -0.992128441521739 -0.980263604347826
"93" 3 4 0.257197599134615 -0.00350299841730769 -0.0983579203269231 -0.971010120961538 -0.856617812115385 -0.875110175384615 0.127303379245962 0.139020582461538 -0.957324457884615 -0.903923008269231 -0.897736318269231 -0.958283095769231 -0.00423348373557692 -0.974467390384615 -0.953631390961538 -0.974661565961538 -0.975387038461539 -0.951475370576923 -0.965434768461538 -0.944854571346154 -0.926413710384615 -0.970495600192308 -0.949812147692308 -0.928617656538462 -0.978635908653846 -0.973751670576923 -0.973652113269231 -0.980463514038462 -0.976110812115385 -0.971364973846154 -0.895383350192308 -0.9767229875 -0.895383350192308 -0.9767229875 -0.969080752884615 -0.998153301730769 -0.919354372307692 -0.988762732115385 -0.977998051923077 -0.999145195384615 -0.864322464038462 -0.970738717884615 -0.888162478269231 -0.903513670884615 -0.974563535 -0.859072915192308 -0.998044653269231 -0.998995970576923 -0.99893954 -0.998255711538461 -0.998295811923077 -0.954227205769231 -0.998276205769231 -0.999290697115385 -0.999081304615385 -0.998979362884615 -0.998400549615385 -0.995652886538462 -0.997845396346154 -0.996184656346154 -0.99323878 -0.999627166923077 -0.996583889807692 -0.990850588076923 -0.971562964807692 -0.957578250192308
"94" 4 4 0.27153827992 -0.007163065158 -0.10587459588 -0.980309931 -0.89022398108 -0.9322030066 0.211622539936894 0.11012048108 -0.9814052948 -0.93272710386 -0.9509492546 -0.9816041612 -0.0121499951596 -0.9767421962 -0.9445961056 -0.9790387658 -0.9785156892 -0.9469683304 -0.9701317904 -0.9584681204 -0.9279722294 -0.9733478562 -0.9621159554 -0.9361428026 -0.984441358 -0.9688048316 -0.9733680686 -0.9866078182 -0.972477099 -0.9701024498 -0.93569482 -0.9904026462 -0.93569482 -0.9904026462 -0.9701322836 -0.998565843 -0.9260633138 -0.9927306086 -0.9804904618 -0.9994242928 -0.9269993168 -0.9798656784 -0.9083477838 -0.9446975876 -0.9847222174 -0.90067903002 -0.9990009048 -0.9992344974 -0.9993807 -0.9994585868 -0.9988455994 -0.970540392 -0.9990073418 -0.9994041356 -0.9996488736 -0.9995097824 -0.9988753938 -0.9964498524 -0.9987821628 -0.9978925232 -0.9980485646 -0.9998858046 -0.9983436746 -0.9943959654 -0.9832994222 -0.9600542108
"95" 5 4 0.273694139545455 -0.00990083527045455 -0.108540300265909 -0.980945022045455 -0.904335121022727 -0.926094740227273 0.168445524 0.143006857611364 -0.983137541590909 -0.939942979795454 -0.945008999545455 -0.983295439545455 0.00338609594827273 -0.975204850227273 -0.952786261136364 -0.973436529545455 -0.976622426363636 -0.951362393863636 -0.966225485 -0.950064068181818 -0.940637937045455 -0.9694249975 -0.957211609318182 -0.945783280909091 -0.975433911363636 -0.964878512727273 -0.966946861818182 -0.978004762954545 -0.969339965227273 -0.962498138409091 -0.9379783225 -0.992404594545454 -0.9379783225 -0.992404594545454 -0.969320155681818 -0.998744445454545 -0.934301646590909 -0.993514960681818 -0.973848287045455 -0.999292391818182 -0.92184351 -0.977702165909091 -0.918201106363636 -0.937658638181818 -0.986700991590909 -0.911736130113636 -0.998986655454545 -0.999561372727273 -0.999800646136364 -0.999588952954545 -0.9993401425 -0.9766342975 -0.99900606 -0.999495150454546 -0.999703578863636 -0.999360666363636 -0.999221756136364 -0.997238512272727 -0.998774337045455 -0.999052839772727 -0.997107441590909 -0.999597642727273 -0.9972641475 -0.996361408181818 -0.988147528181818 -0.961874643181818
"96" 6 4 0.276778487454545 -0.0145911615290909 -0.110127728709091 -0.980164933636364 -0.923682131090909 -0.925797097090909 0.0682628663363636 0.0695219657167273 -0.988872369272727 -0.960875994727273 -0.955475832363636 -0.989208491818182 0.00623727782090909 -0.969929476363636 -0.945143686181818 -0.958572952545454 -0.972484761090909 -0.947882063636364 -0.957367681818182 -0.944130044727273 -0.939681350909091 -0.964933936727273 -0.952816074181818 -0.949010628545455 -0.961780726363636 -0.958787671272727 -0.952979598363636 -0.967066950909091 -0.965763302181818 -0.923430262363636 -0.949543531272727 -0.995827732181818 -0.949543531272727 -0.995827732181818 -0.962733502 -0.997830770181818 -0.932703812181818 -0.993984389272727 -0.962929227818182 -0.998107761090909 -0.925768475636364 -0.975962752181818 -0.927636908363636 -0.929192706909091 -0.988850308727273 -0.940217898363636 -0.998629980181818 -0.999452588727273 -0.999659257454545 -0.999577872545454 -0.999139022363636 -0.992175714727273 -0.998664335818182 -0.999382152363636 -0.999452549818182 -0.999094349454545 -0.998974930909091 -0.997632088727273 -0.995759859818182 -0.998292344363636 -0.997323462181818 -0.999056681090909 -0.997275398727273 -0.995948702181818 -0.993589867818182 -0.957130358181818
"97" 7 4 0.284674637291667 -0.01461097580375 -0.122464597625 -0.972668374583333 -0.909454698541667 -0.8565329414375 0.00608846646041667 0.0649636250354167 -0.957082433333333 -0.945436264583333 -0.868602535416667 -0.959672791875 0.0162004141964583 -0.982158098125 -0.969458676458333 -0.972256472708333 -0.98377442375 -0.970372441666667 -0.941870953333333 -0.944124336458333 -0.937021208541667 -0.949982263958333 -0.948270852291667 -0.9428998425 -0.981024680625 -0.980954665416667 -0.978122995208333 -0.983049789583333 -0.983180829583333 -0.970716884791667 -0.918432107083333 -0.981325732083333 -0.918432107083333 -0.981325732083333 -0.976559676458333 -0.998980955416667 -0.897870535 -0.981635339791667 -0.981665122291667 -0.999381073958333 -0.844083052916667 -0.9727493075 -0.927444226875 -0.887612237291667 -0.975713646875 -0.912736360625 -0.998720487708333 -0.998422560625 -0.997909736875 -0.997305204166667 -0.998378767083333 -0.978586225416667 -0.999320800625 -0.999512731666667 -0.999634785625 -0.999615342916667 -0.999241986041667 -0.997137655 -0.998913380208333 -0.998330528541667 -0.996117632708333 -0.999773153958333 -0.997680615208333 -0.99339162125 -0.966050025416667 -0.958534480208333
"98" 8 4 0.267491472934783 -0.00672550621304348 -0.104461049130435 -0.979026152391304 -0.927331997021739 -0.939553030217391 0.240095117065217 0.263895185521739 -0.966757967173913 -0.937462301369565 -0.935475331521739 -0.967315616521739 -0.0106808920069565 -0.985188753695652 -0.980784606086957 -0.985285807173913 -0.987237907391304 -0.980915763478261 -0.984524052826087 -0.97150069673913 -0.959623548478261 -0.984580739565217 -0.974146867391304 -0.961532106956522 -0.98887627673913 -0.985241405434783 -0.994203273913044 -0.991132691521739 -0.987967229565217 -0.992144650652174 -0.952139704347826 -0.989924017391304 -0.952139704347826 -0.989924017391304 -0.986061512173913 -0.99946334 -0.93268224326087 -0.992606877173913 -0.991807428043478 -0.999773247173913 -0.933889846521739 -0.980289074347826 -0.945343503043478 -0.951944098478261 -0.978566318695652 -0.924710459130435 -0.999385860217391 -0.999517625434783 -0.999355489347826 -0.99901361 -0.99923890326087 -0.971905869565217 -0.999361420869565 -0.999577065434783 -0.999539661521739 -0.999672227826087 -0.999217875217391 -0.999394011956522 -0.999834074782609 -0.999655011086957 -0.998990226086957 -0.999868271956522 -0.997947070434783 -0.998198588478261 -0.980998310434783 -0.977474052826087
"99" 9 4 0.24832674354 -0.02701677698 -0.07537846886 -0.9572277914 -0.875141405 -0.83200187268 -0.0414258228938 0.085263099144 -0.9552804062 -0.94645197 -0.88585411242 -0.9557381896 -0.008674672651 -0.9645358564 -0.9567775448 -0.9618894376 -0.9704522674 -0.9574050786 -0.9590200492 -0.9191882264 -0.9301768338 -0.962992973 -0.9208380104 -0.9337891854 -0.9719274472 -0.9687388914 -0.9673461406 -0.976076578 -0.9732416318 -0.9565373198 -0.8933617176 -0.9720897722 -0.8933617176 -0.9720897722 -0.964383757 -0.9977499238 -0.9032355368 -0.9874579852 -0.9733641366 -0.9989058038 -0.818001834824 -0.9580718066 -0.8990739126 -0.8685273156 -0.960210149 -0.87984213424 -0.9971393336 -0.998825085 -0.9989282128 -0.996376898 -0.9979253068 -0.964275742 -0.9971930172 -0.9990371312 -0.999564218 -0.9983623466 -0.9978604442 -0.9948144646 -0.998656393 -0.9992858812 -0.9903738216 -0.9993079458 -0.998945912 -0.9921409986 -0.9655241204 -0.9501478268
"100" 10 4 0.270612056481481 -0.015042681852037 -0.104253238796296 -0.982901825925926 -0.917979529962963 -0.967826981666667 -0.041260775 0.20253457287037 -0.973128354074074 -0.935690006481481 -0.966898520555556 -0.974069460925926 -0.00499566427666667 -0.988946414074074 -0.980756789814815 -0.988255803703704 -0.989942966666667 -0.980115413888889 -0.988873097222222 -0.984373304814815 -0.960445962037037 -0.989436990740741 -0.984778768333333 -0.959854578518519 -0.992584494814815 -0.990259813148148 -0.993434527962963 -0.993897311666667 -0.991094637592593 -0.989566168518519 -0.96075719962963 -0.99302294462963 -0.96075719962963 -0.99302294462963 -0.988054237592593 -0.999593017037037 -0.944202043703704 -0.99373605037037 -0.993707487592593 -0.999883026666667 -0.966121042592593 -0.98407962037037 -0.939395525925926 -0.9718337 -0.982585154259259 -0.913575281685185 -0.999622856296296 -0.999676162777778 -0.999657638888889 -0.999287377407407 -0.999654125740741 -0.970340304814815 -0.999701835185185 -0.999789214259259 -0.999845821481481 -0.999749024814815 -0.999738392777778 -0.998826652037037 -0.99982800462963 -0.999788915 -0.999498117222222 -0.999930342222222 -0.997330076851852 -0.997818722777778 -0.987216543888889 -0.978395224444444
"101" 11 4 0.276590197358491 -0.0149195616754717 -0.112840218339623 -0.982796562075472 -0.921402118113208 -0.968370181886792 0.213716305739623 0.188531695981132 -0.988069341132075 -0.949792572075472 -0.971661610754717 -0.988561196415094 0.00833400761716981 -0.980335163584906 -0.966766643396226 -0.983441609622641 -0.98213248490566 -0.966854792075472 -0.988164911509434 -0.982249040188679 -0.95284431245283 -0.989056851509434 -0.984248496415094 -0.95526352754717 -0.988554820188679 -0.981016044716981 -0.991599627169811 -0.990056351886792 -0.983443195849057 -0.988878437358491 -0.961970763773585 -0.995677981698113 -0.961970763773585 -0.995677981698113 -0.97935563509434 -0.999261735849057 -0.951884472075472 -0.99578327754717 -0.989519031132076 -0.999800156415094 -0.967884390943396 -0.981194294339623 -0.936392846037736 -0.97059421490566 -0.986911126415094 -0.926874327735849 -0.999447011132075 -0.99964463 -0.999720171132075 -0.999630150188679 -0.999449109811321 -0.98164487509434 -0.99944545509434 -0.999580250188679 -0.999620426603774 -0.999548193962264 -0.999336427735849 -0.998883772075472 -0.999827505849057 -0.99976217754717 -0.999642733773585 -0.99986685490566 -0.997962684339623 -0.997543395849057 -0.992229676792453 -0.973975272264151
"102" 12 4 0.275007224901961 -0.0157892988523529 -0.106307228960784 -0.982568781960784 -0.92858124 -0.939661889019608 0.0830509010823529 0.0885640696078431 -0.985203642352941 -0.963641979215686 -0.956208629607843 -0.985272210980392 -0.0020457599227451 -0.976494200784314 -0.964047461568627 -0.97911346627451 -0.977347057254902 -0.963541603137255 -0.974425351960784 -0.960497127647059 -0.951552533137255 -0.976376550784314 -0.964798889215686 -0.953659844117647 -0.979347830784314 -0.977138953921569 -0.978615149607843 -0.981588571568627 -0.978853886862745 -0.973851395294118 -0.952176621372549 -0.997068113921569 -0.952176621372549 -0.997068113921569 -0.974734489803922 -0.99912276627451 -0.941907240784314 -0.995574164313725 -0.980392337647059 -0.999602156078431 -0.935916958235294 -0.980594514705882 -0.94081023745098 -0.94805927254902 -0.987572218039216 -0.930248545098039 -0.999210477647059 -0.999576248235294 -0.999792209803922 -0.999674650980392 -0.999245391176471 -0.992168179019608 -0.999139945882353 -0.999506099019608 -0.999668821176471 -0.999530540196078 -0.999086512941176 -0.998760816470588 -0.999552171960784 -0.999535903333333 -0.99857099254902 -0.999797867058824 -0.999267911568627 -0.997930760392157 -0.996796920588235 -0.970695160588235
"103" 13 4 0.274328499591837 -0.00587732936326531 -0.0972465110836735 -0.989546275306122 -0.938967741632653 -0.938641215510204 0.101769752489796 0.0757773858163265 -0.981379112653061 -0.951353064693878 -0.930979556938776 -0.982309619591837 -0.0232397245106122 -0.992827264081633 -0.984267557755102 -0.987612090204082 -0.993402886326531 -0.982968452244898 -0.985844263265306 -0.979668456122449 -0.966896414285714 -0.986112664897959 -0.980283550612245 -0.968303053877551 -0.991773350204082 -0.989861382040816 -0.99234067 -0.992563995102041 -0.990603694489796 -0.988344230816326 -0.957690563673469 -0.989542558163265 -0.957690563673469 -0.989542558163265 -0.989497838979592 -0.999725406122449 -0.951142644081633 -0.995686946326531 -0.992604304489796 -0.999900701020408 -0.934189007346939 -0.990048233673469 -0.956849523265306 -0.951326692163265 -0.98946635244898 -0.932229100142857 -0.999800716530612 -0.999812518367347 -0.999789681836735 -0.999625002653061 -0.999789377346939 -0.981910471836735 -0.999842631428571 -0.999869632244898 -0.999884166734694 -0.999893125510204 -0.999815928163265 -0.999315448163265 -0.999812872653061 -0.99975255755102 -0.999464244081633 -0.999935919591837 -0.998232025306122 -0.998663217346939 -0.980127334489796 -0.980103572857143
"104" 14 4 0.279990577037037 -0.00870565463888889 -0.100401490425926 -0.976302248148148 -0.914935703907407 -0.922774835740741 -0.0364533962277778 -0.0945970534814815 -0.976280399444444 -0.95032266362963 -0.938415738148148 -0.976884684444444 -0.0105744513096296 -0.980890655185185 -0.967828356296296 -0.976133383518519 -0.981691664444444 -0.967105609074074 -0.980829981481481 -0.962048191666667 -0.952904383518518 -0.981462961481481 -0.963922754259259 -0.955052564814815 -0.986911323888889 -0.982819138888889 -0.990619498333333 -0.988196722592593 -0.983797416296296 -0.988958012407407 -0.944197943703704 -0.990159639074074 -0.944197943703704 -0.990159639074074 -0.976521006111111 -0.999101017037037 -0.942756369259259 -0.994591971481481 -0.988317606666667 -0.999798482037037 -0.917678155296296 -0.974409118703704 -0.926025546111111 -0.932723473333333 -0.980457335555556 -0.922869943040741 -0.999437749444444 -0.999388183888889 -0.999268581296296 -0.998769359259259 -0.999392582407407 -0.979788881851852 -0.999613649074074 -0.99965091 -0.999754106481481 -0.99948000962963 -0.999591943518519 -0.99620932037037 -0.999812458333333 -0.999646791851852 -0.998292621481481 -0.999891632592593 -0.998407687592593 -0.996967707222222 -0.983024386851852 -0.967408312592593
"105" 15 4 0.27290337979661 -0.0117188472271186 -0.11366125320339 -0.987084356101695 -0.922407162881356 -0.949338025084746 0.210849305016949 0.00281565980440678 -0.982620883728814 -0.943561411694915 -0.952973658983051 -0.982693148135593 -0.00237207545345763 -0.988162333898305 -0.978126998813559 -0.987011024745763 -0.988958563050848 -0.977258666779661 -0.988204115254237 -0.975321519491525 -0.963765802881356 -0.989001904576271 -0.977799025084746 -0.966213427288136 -0.990313307966102 -0.987937202542373 -0.993480909322034 -0.991807987627119 -0.989338287118644 -0.991933881694915 -0.958669836271186 -0.991679035084746 -0.958669836271186 -0.991679035084746 -0.986107839152542 -0.999633796101695 -0.957331628305085 -0.996842119491525 -0.992188893898305 -0.999878177627119 -0.945704713050847 -0.987049730169491 -0.939700975271186 -0.95887993559322 -0.988511645084746 -0.921530321525424 -0.999690120169492 -0.999720467457627 -0.99973483440678 -0.999636947288136 -0.999619357118644 -0.970668596271186 -0.999701525254237 -0.99972850220339 -0.999849693898305 -0.999859777966102 -0.999577378474576 -0.999055176440678 -0.999867867288136 -0.999802541355932 -0.999107600169492 -0.999903865932203 -0.998708813050847 -0.998316602711864 -0.983854381355932 -0.974908979491525
"106" 16 4 0.280768574492754 -0.0102497939956522 -0.0891404038405797 -0.986825605362319 -0.951607872463768 -0.939672247101449 -0.086588253942029 0.0892682200463768 -0.980158243333333 -0.968023206956522 -0.945813561478261 -0.980445986666667 -0.0115030575052174 -0.990861134782609 -0.981800970724638 -0.983487212898551 -0.991783947971015 -0.981268824057971 -0.981037373333333 -0.958336595507246 -0.960287831304348 -0.983116429130435 -0.96238199942029 -0.965519433043478 -0.990621793333333 -0.988364321449275 -0.991538107826087 -0.992213002463768 -0.990820606666667 -0.985858426956522 -0.961879680724638 -0.992268352173913 -0.961879680724638 -0.992268352173913 -0.987472699130435 -0.999516023333333 -0.946417382463768 -0.991582666521739 -0.992444606231884 -0.999748974347826 -0.934652146521739 -0.987112147971015 -0.961937765507246 -0.952005767101449 -0.988056233188406 -0.95315047057971 -0.999610592753623 -0.999502728115942 -0.999399355942029 -0.999044536231884 -0.999420833478261 -0.990842421014493 -0.999730026956522 -0.999799146666667 -0.999923009275362 -0.999868592898551 -0.999623377536232 -0.998769850144928 -0.999756804782609 -0.999567501449275 -0.994075509710145 -0.999774086086957 -0.992427820144928 -0.994161408985507 -0.986077072463768 -0.977289789855072
"107" 17 4 0.2773570196875 -0.014156274084375 -0.11362408509375 -0.9944439053125 -0.96185862984375 -0.96572919578125 -0.002814673171875 -0.135803881679687 -0.99019661703125 -0.9667201059375 -0.9566106440625 -0.99039547453125 -0.0015544841534375 -0.99434060296875 -0.98863700234375 -0.990529261875 -0.99525482671875 -0.98813611375 -0.98963832578125 -0.98612868078125 -0.9797052259375 -0.98950769203125 -0.98703688640625 -0.9810491340625 -0.9949818809375 -0.9938412575 -0.99570265 -0.99605719625 -0.99488650375 -0.99387265953125 -0.97274734640625 -0.9975258603125 -0.97274734640625 -0.9975258603125 -0.99281471515625 -0.9998304071875 -0.967177744375 -0.99739490390625 -0.996334795 -0.9999377903125 -0.96292107328125 -0.99414697078125 -0.9711359709375 -0.97191070171875 -0.99494764390625 -0.95864037171875 -0.99985116375 -0.999911421875 -0.999914805625 -0.999906045 -0.9998739359375 -0.9949161521875 -0.9998710896875 -0.99992581296875 -0.999945215 -0.99992120375 -0.99988288328125 -0.99964042890625 -0.9998781115625 -0.99984084109375 -0.9997126146875 -0.99995560859375 -0.999406770625 -0.99930194703125 -0.99640086609375 -0.9845986865625
"108" 18 4 0.27727001877193 -0.0128691279736842 -0.111904775824561 -0.994347988596491 -0.974928131052632 -0.977572717017544 0.12988647622807 0.161877417894737 -0.994043771403509 -0.984035479473684 -0.978340183157895 -0.994184149122807 0.00278757042058246 -0.991624662105263 -0.984002717017544 -0.990153121754386 -0.991828080350877 -0.982215615789474 -0.991956958947368 -0.986753343859649 -0.981525495438596 -0.992222332631579 -0.987638854736842 -0.981963186666667 -0.994224162105263 -0.992814325087719 -0.994238960350877 -0.994623226666667 -0.993232674561404 -0.993458869122807 -0.983674151754386 -0.999247368245614 -0.983674151754386 -0.999247368245614 -0.989869574561404 -0.999797632105263 -0.977634992105263 -0.99869351631579 -0.994873439824561 -0.999949224736842 -0.975722121403509 -0.993586001052632 -0.977612504736842 -0.979712567894737 -0.995826566666667 -0.978719881754386 -0.999836484561404 -0.999879633157895 -0.999944300175439 -0.99994976 -0.999841352807018 -0.998503040175439 -0.999829193508772 -0.999868008070175 -0.999901702631579 -0.999911321403509 -0.99980026 -0.999559718947368 -0.999918915614035 -0.999863778245614 -0.999737342631579 -0.99997162754386 -0.999539534736842 -0.999327056315789 -0.999134725964912 -0.989621164912281
